,0,1,2,3,4,5,6,7
39,141.080637482,100.328045576,-29.0888527251,-21.7886347337,9348.42943469,0.0,0.944078924637,0.74771897271
40,38.2185284225,25.1628099749,-19.0363223394,-12.526617973,9300.22230722,1.0,1.0,1.0
41,0.0,0.0,0.0,0.0,9242.37371619,1.0,1.0,1.0
42,46.1856469136,984.198154572,16.0526180693,-11.1756728409,9482.83539702,0.637665878627,-1.0,-0.738459029283
43,98.6985143887,917.473362089,12.0942422698,-20.6123908358,9470.53197734,0.0,0.772434750574,0.92095675865
44,147.23957917,821.672700124,12.0942422698,-27.1260104803,9470.53197734,9.24329933557e-18,0.246789161523,-0.300538790443
45,195.803675131,699.706151059,12.1057189305,-33.6511067854,9470.56760226,0.0,-1.0,-0.337067821927
46,245.721314852,550.243202313,12.7687262863,-40.8277337857,9472.62316067,0.0,-0.863498678442,0.926665831031
47,275.120197263,395.156154958,-1.24041799809,-33.3322091457,9429.24624744,1.0,-1.0,1.0
48,252.733327661,265.712003696,-7.66540486575,-33.4208419225,9409.39872447,0.278664265458,-1.0,1.0
49,194.687652797,145.783801775,-23.5319792006,-24.0678872321,9360.6095094,1.0,-1.0,1.0
50,84.7123690631,58.2162884633,-26.4221231006,-19.5564728716,9326.84420194,1.0,0.539758477546,1.0
51,9.58099649338,6.31313950338,-9.54364727249,-6.28683745027,9266.54901006,1.0,1.0,1.0
52,9.99970644122,1000.42444594,20.0109938689,-4.99576466821,9495.1388167,0.0,0.317352919992,0.327468328286
53,74.4279819981,955.570122101,12.0942422698,-17.3555810136,9470.53197734,0.0,-0.931814370453,-0.222006742398
54,122.969046779,872.840888096,12.0942422698,-23.869200658,9470.53197734,6.93861333063e-17,-0.460007551219,0.663021224816
55,171.51011156,763.968798171,12.0942422698,-30.3828203025,9470.53197734,2.52453554261e-17,-0.973977885052,-0.999999999894
56,220.051176342,628.953852325,12.048335627,-36.8505333042,9470.38947763,0.0147710481066,-1.0,1.0
57,268.22374225,468.164549433,8.89133313342,-40.207150455,9460.59974722,1.0,-1.0,1.0
58,266.366888915,331.261809863,-6.70552535332,-31.1239116127,9412.36359371,5.93431350126e-16,-0.999999999998,-0.579631831813
59,232.456802738,200.269447217,-13.3260321225,-31.017024488,9391.96300918,1.0,-1.0,1.0
60,141.154063905,100.526881306,-29.0371785343,-21.8194977207,9343.72685567,2.98331307234e-16,0.944078924637,0.74771897271
61,38.2841702331,25.2127422731,-19.0575336891,-12.5439140447,9295.49070216,1.0,1.0,1.0
62,0.0,0.0,0.0,0.0,9237.60731795,1.0,1.0,1.0
63,46.1856469136,984.198154572,16.0526180693,-11.1756728409,9482.83539702,0.637665878627,-1.0,-0.738459029283
64,98.6985143887,917.473362089,12.0942422698,-20.6123908358,9470.53197734,0.0,0.772434750574,0.92095675865
65,147.23957917,821.672700124,12.0942422698,-27.1260104803,9470.53197734,9.24329933557e-18,0.246789161523,-0.300538790443
66,195.803675131,699.706151059,12.1057189305,-33.6511067854,9470.56760226,0.0,-1.0,-0.337067821927
67,245.721314852,550.243202313,12.7687262863,-40.8277337857,9472.62316067,0.0,-0.863498678442,0.926665831031
68,275.120197263,395.156154958,-1.24041799809,-33.3322091457,9429.24624744,1.0,-1.0,1.0
69,252.733327661,265.712003696,-7.66540486575,-33.4208419225,9409.39872447,0.278664265458,-1.0,1.0
70,194.687652797,145.783801775,-23.5319792006,-24.0678872321,9360.6095094,1.0,-1.0,1.0
71,84.7123690631,58.2162884633,-26.4221231006,-19.5564728716,9326.84420194,1.0,0.539758477546,1.0
72,9.58099649338,6.31313950338,-9.54364727249,-6.28683745027,9266.54901006,1.0,1.0,1.0
73,9.99970644122,1000.42444594,20.0109938689,-4.99576466821,9495.1388167,0.0,0.317352919992,0.327468328286
74,74.4279819981,955.570122101,12.0942422698,-17.3555810136,9470.53197734,0.0,-0.931814370453,-0.222006742398
75,122.969046779,872.840888096,12.0942422698,-23.869200658,9470.53197734,6.93861333063e-17,-0.460007551219,0.663021224816
76,171.51011156,763.968798171,12.0942422698,-30.3828203025,9470.53197734,2.52453554261e-17,-0.973977885052,-0.999999999894
77,220.051176342,628.953852325,12.048335627,-36.8505333042,9470.38947763,0.0147710481066,-1.0,1.0
78,268.22374225,468.164549433,8.89133313342,-40.207150455,9460.59974722,1.0,-1.0,1.0
79,266.366888915,331.261809863,-6.70552535332,-31.1239116127,9412.36359371,5.93431350126e-16,-0.999999999998,-0.579631831813
80,232.456802738,200.269447217,-13.3260321225,-31.017024488,9391.96300918,1.0,-1.0,1.0
81,141.154063905,100.526881306,-29.0371785343,-21.8194977207,9343.72685567,2.98331307234e-16,0.944078924637,0.74771897271
82,38.2841702331,25.2127422731,-19.0575336891,-12.5439140447,9295.49070216,1.0,1.0,1.0
83,0.0,0.0,0.0,0.0,9237.60731795,1.0,1.0,1.0
84,46.1856469136,984.198154572,16.0526180693,-11.1756728409,9482.83539702,0.637665878627,-1.0,-0.738459029283
85,98.6985143887,917.473362089,12.0942422698,-20.6123908358,9470.53197734,0.0,0.772434750574,0.92095675865
86,147.23957917,821.672700124,12.0942422698,-27.1260104803,9470.53197734,9.24329933557e-18,0.246789161523,-0.300538790443
87,195.803675131,699.706151059,12.1057189305,-33.6511067854,9470.56760226,0.0,-1.0,-0.337067821927
88,245.721314852,550.243202313,12.7687262863,-40.8277337857,9472.62316067,0.0,-0.863498678442,0.926665831031
89,275.120197263,395.156154958,-1.24041799809,-33.3322091457,9429.24624744,1.0,-1.0,1.0
90,252.733327661,265.712003696,-7.66540486575,-33.4208419225,9409.39872447,0.278664265458,-1.0,1.0
91,194.687652797,145.783801775,-23.5319792006,-24.0678872321,9360.6095094,1.0,-1.0,1.0
92,84.7123690631,58.2162884633,-26.4221231006,-19.5564728716,9326.84420194,1.0,0.539758477546,1.0
93,9.58099649338,6.31313950338,-9.54364727249,-6.28683745027,9266.54901006,1.0,1.0,1.0
94,9.99970644122,1000.42444594,20.0109938689,-4.99576466821,9495.1388167,0.0,0.317352919992,0.327468328286
95,74.4279819981,955.570122101,12.0942422698,-17.3555810136,9470.53197734,0.0,-0.931814370453,-0.222006742398
96,122.969046779,872.840888096,12.0942422698,-23.869200658,9470.53197734,6.93861333063e-17,-0.460007551219,0.663021224816
97,171.51011156,763.968798171,12.0942422698,-30.3828203025,9470.53197734,2.52453554261e-17,-0.973977885052,-0.999999999894
98,220.051176342,628.953852325,12.048335627,-36.8505333042,9470.38947763,0.0147710481066,-1.0,1.0
99,268.22374225,468.164549433,8.89133313342,-40.207150455,9460.59974722,1.0,-1.0,1.0
100,266.366888915,331.261809863,-6.70552535332,-31.1239116127,9412.36359371,5.93431350126e-16,-0.999999999998,-0.579631831813
101,232.456802738,200.269447217,-13.3260321225,-31.017024488,9391.96300918,1.0,-1.0,1.0
102,141.154063905,100.526881306,-29.0371785343,-21.8194977207,9343.72685567,2.98331307234e-16,0.944078924637,0.74771897271
103,38.2841702331,25.2127422731,-19.0575336891,-12.5439140447,9295.49070216,1.0,1.0,1.0
104,0.0,0.0,0.0,0.0,9237.60731795,1.0,1.0,1.0
105,46.1856469136,984.198154572,16.0526180693,-11.1756728409,9482.83539702,0.637665878627,-1.0,-0.738459029283
106,98.6985143887,917.473362089,12.0942422698,-20.6123908358,9470.53197734,0.0,0.772434750574,0.92095675865
107,147.23957917,821.672700124,12.0942422698,-27.1260104803,9470.53197734,9.24329933557e-18,0.246789161523,-0.300538790443
108,195.803675131,699.706151059,12.1057189305,-33.6511067854,9470.56760226,0.0,-1.0,-0.337067821927
109,245.721314852,550.243202313,12.7687262863,-40.8277337857,9472.62316067,0.0,-0.863498678442,0.926665831031
110,275.120197263,395.156154958,-1.24041799809,-33.3322091457,9429.24624744,1.0,-1.0,1.0
111,252.733327661,265.712003696,-7.66540486575,-33.4208419225,9409.39872447,0.278664265458,-1.0,1.0
112,194.687652797,145.783801775,-23.5319792006,-24.0678872321,9360.6095094,1.0,-1.0,1.0
113,84.7123690631,58.2162884633,-26.4221231006,-19.5564728716,9326.84420194,1.0,0.539758477546,1.0
114,9.58099649338,6.31313950338,-9.54364727249,-6.28683745027,9266.54901006,1.0,1.0,1.0
115,9.99970644122,1000.42444594,20.0109938689,-4.99576466821,9495.1388167,0.0,0.317352919992,0.327468328286
116,74.4279819981,955.570122101,12.0942422698,-17.3555810136,9470.53197734,0.0,-0.931814370453,-0.222006742398
117,122.969046779,872.840888096,12.0942422698,-23.869200658,9470.53197734,6.93861333063e-17,-0.460007551219,0.663021224816
118,171.51011156,763.968798171,12.0942422698,-30.3828203025,9470.53197734,2.52453554261e-17,-0.973977885052,-0.999999999894
119,220.051176342,628.953852325,12.048335627,-36.8505333042,9470.38947763,0.0147710481066,-1.0,1.0
120,268.22374225,468.164549433,8.89133313342,-40.207150455,9460.59974722,1.0,-1.0,1.0
121,266.366888915,331.261809863,-6.70552535332,-31.1239116127,9412.36359371,5.93431350126e-16,-0.999999999998,-0.579631831813
122,232.456802738,200.269447217,-13.3260321225,-31.017024488,9391.96300918,1.0,-1.0,1.0
123,141.154063905,100.526881306,-29.0371785343,-21.8194977207,9343.72685567,2.98331307234e-16,0.944078924637,0.74771897271
124,38.2841702331,25.2127422731,-19.0575336891,-12.5439140447,9295.49070216,1.0,1.0,1.0
125,0.0,0.0,0.0,0.0,9237.60731795,1.0,1.0,1.0
126,46.1856469136,984.198154572,16.0526180693,-11.1756728409,9482.83539702,0.637665878627,-1.0,-0.738459029283
127,98.6985143887,917.473362089,12.0942422698,-20.6123908358,9470.53197734,0.0,0.772434750574,0.92095675865
128,147.23957917,821.672700124,12.0942422698,-27.1260104803,9470.53197734,9.24329933557e-18,0.246789161523,-0.300538790443
129,195.803675131,699.706151059,12.1057189305,-33.6511067854,9470.56760226,0.0,-1.0,-0.337067821927
130,245.721314852,550.243202313,12.7687262863,-40.8277337857,9472.62316067,0.0,-0.863498678442,0.926665831031
131,275.120197263,395.156154958,-1.24041799809,-33.3322091457,9429.24624744,1.0,-1.0,1.0
132,252.733327661,265.712003696,-7.66540486575,-33.4208419225,9409.39872447,0.278664265458,-1.0,1.0
133,194.687652797,145.783801775,-23.5319792006,-24.0678872321,9360.6095094,1.0,-1.0,1.0
134,84.7123690631,58.2162884633,-26.4221231006,-19.5564728716,9326.84420194,1.0,0.539758477546,1.0
135,9.58099649338,6.31313950338,-9.54364727249,-6.28683745027,9266.54901006,1.0,1.0,1.0
136,9.99970644122,1000.42444594,20.0109938689,-4.99576466821,9495.1388167,0.0,0.317352919992,0.327468328286
137,74.4279819981,955.570122101,12.0942422698,-17.3555810136,9470.53197734,0.0,-0.931814370453,-0.222006742398
138,122.969046779,872.840888096,12.0942422698,-23.869200658,9470.53197734,6.93861333063e-17,-0.460007551219,0.663021224816
139,171.51011156,763.968798171,12.0942422698,-30.3828203025,9470.53197734,2.52453554261e-17,-0.973977885052,-0.999999999894
140,220.051176342,628.953852325,12.048335627,-36.8505333042,9470.38947763,0.0147710481066,-1.0,1.0
141,268.22374225,468.164549433,8.89133313342,-40.207150455,9460.59974722,1.0,-1.0,1.0
142,266.366888915,331.261809863,-6.70552535332,-31.1239116127,9412.36359371,5.93431350126e-16,-0.999999999998,-0.579631831813
143,232.456802738,200.269447217,-13.3260321225,-31.017024488,9391.96300918,1.0,-1.0,1.0
144,141.154063905,100.526881306,-29.0371785343,-21.8194977207,9343.72685567,2.98331307234e-16,0.944078924637,0.74771897271
145,38.2841702331,25.2127422731,-19.0575336891,-12.5439140447,9295.49070216,1.0,1.0,1.0
146,0.0,0.0,0.0,0.0,9237.60731795,1.0,1.0,1.0
147,46.1071938055,982.750916373,16.0406386975,-11.1495218079,9454.21797563,0.63669801305,-1.0,-0.731485924199
148,98.5352363243,916.242083827,12.078148528,-20.5586221797,9441.93893567,0.0,0.772434750571,0.920956758651
149,146.989194326,820.707685376,12.078148528,-27.0692167678,9441.93893567,2.18432856438e-17,0.246789161494,-0.300538790431
150,195.454210094,699.043650139,12.0836612809,-33.5853241087,9441.95599639,0.0,-1.0,-0.337067821918
151,245.38378278,549.796478965,12.8082905726,-40.8205479885,9444.19607684,1.26054715291e-16,-0.863498678441,0.926665831034
152,274.859980675,394.884103562,-1.24261485684,-33.2802371471,9400.82076105,1.0,-1.0,1.0
153,252.48139507,265.70793264,-7.63295220143,-33.4004943906,9381.13954795,0.270518649792,-1.0,1.0
154,194.677359578,145.838632586,-23.4887248613,-24.0553163188,9332.53008385,1.0,-1.0,1.0
155,84.8357073099,58.363131724,-26.4375771815,-19.5740188079,9298.96678977,0.99033822939,0.536832418617,1.0
156,9.60081072671,6.3359883493,-9.5678152101,-6.31251791606,9238.88593227,1.0,1.0,1.0
157,9.9579612527,998.943398299,20.003128867,-4.99571873006,9466.49701558,0.0,0.317352919992,0.327468328286
158,74.3082573236,954.214815921,12.078148528,-17.3033248857,9441.93893567,0.0,-0.931814370456,-0.222006742392
159,122.762215325,871.739706979,12.078148528,-23.8139194738,9441.93893567,6.07720728667e-17,-0.460007551242,0.663021224815
160,171.216173326,763.146019018,12.078148528,-30.3245140618,9441.93893567,0.0,-0.973977885043,-0.999999999837
161,219.670131328,628.433752038,12.0560975167,-36.8130576385,9441.87069282,0.00707711484152,-1.0,1.0
162,267.947165064,467.779830304,8.9150192246,-40.1825739345,9432.15969964,1.0,-1.0,1.0
163,266.090315579,331.141212772,-6.72170801726,-31.0564412808,9383.94594797,0.0,-1.0,-0.579631831813
164,232.318202665,200.299279649,-13.2568578958,-31.0318859903,9363.86902244,1.0,-1.0,1.0
165,141.239356027,100.645501232,-29.0079303167,-21.7914081575,9315.65527077,3.26073803375e-17,0.944078924637,0.74771897271
166,38.3632441553,25.3039546457,-19.1057188785,-12.5951242904,9267.81418327,1.0,1.0,1.0
167,0.0,0.0,0.0,0.0,9209.95768127,1.0,1.0,1.0
168,43.2395311668,979.237614197,13.7947830037,-13.2308841498,9455.69576373,0.364522157431,-1.0,-0.459894993679
169,93.5748852197,911.03515221,12.2940300496,-20.0481148035,9451.04938744,0.0,0.801021951116,0.941344975379
170,143.183937303,816.92389582,12.2940300496,-26.5968649123,9451.04938744,0.0,0.246789161041,-0.300538790472
171,192.814381897,696.365633519,12.3046329604,-33.156217932,9451.08223247,0.0,-0.999999999996,-0.337067821908
172,243.833260651,547.993323657,12.9821887852,-40.3825238656,9453.17859762,9.4873298377e-17,-0.86471921045,0.998553526241
173,274.085853567,393.961686232,-1.13273754806,-32.8163476411,9409.56476393,1.0,-1.0,1.0
174,252.078645242,265.764236647,-7.41041983847,-33.0874154595,9390.21185429,0.247648571383,-1.0,1.0
175,195.137128797,146.075481782,-23.1991230423,-23.8474623646,9341.76115883,1.0,-1.0,1.0
176,85.5408960522,58.8022047087,-26.3636293028,-19.5045334425,9308.46970323,0.96618499471,0.517494338187,1.0
177,9.70366656877,6.40046489369,-9.61395053111,-6.3395754767,9248.5052773,1.0,1.0,1.0
178,9.95479389434,998.419982338,19.9802719313,-5.00329257692,9474.89103293,1.0,-1.0,-1.0
179,68.7703591783,948.18117538,12.2940300496,-16.7737397491,9451.04938744,6.57017441362e-15,-0.985286211647,0.999999989505
180,118.379411261,867.28272569,12.2940300496,-23.3224898579,9451.04938744,1.29368633759e-15,-0.285812682367,0.809516932565
181,167.988463344,759.9586626,12.2940300496,-29.8712399667,9451.04938744,1.72444248123e-16,-0.973977886034,-0.999999999834
182,217.597515427,626.20898611,12.2516184063,-36.3775784322,9450.9180073,0.0135453743226,-1.0,1.0
183,266.864287328,466.3759764,9.0748670307,-39.7495771655,9441.08736523,1.0,-1.0,1.0
184,265.455381526,330.793030993,-6.63883252839,-30.5846277152,9392.59105553,3.11734170853e-16,-0.999999999817,-0.579631831804
185,232.367939644,200.463008265,-12.9175260983,-30.8546842542,9373.28376014,1.0,-1.0,1.0
186,141.939300886,101.048569013,-28.7452010366,-21.5757594247,9324.78745044,1.34492441936e-15,0.944078924637,0.74771897271
187,38.7740447815,25.5612380812,-19.197700816,-12.6489507072,9277.60306312,1.0,1.0,1.0
188,0.0,0.0,0.0,0.0,9219.40749148,1.0,1.0,1.0
189,43.2395311668,979.237614197,13.7947830037,-13.2308841498,9455.69576373,0.364522157431,-1.0,-0.459894993679
190,93.5748852197,911.03515221,12.2940300496,-20.0481148035,9451.04938744,0.0,0.801021951116,0.941344975379
191,143.183937303,816.92389582,12.2940300496,-26.5968649123,9451.04938744,0.0,0.246789161041,-0.300538790472
192,192.814381897,696.365633519,12.3046329604,-33.156217932,9451.08223247,0.0,-0.999999999996,-0.337067821908
193,243.833260651,547.993323657,12.9821887852,-40.3825238656,9453.17859762,9.4873298377e-17,-0.86471921045,0.998553526241
194,274.085853567,393.961686232,-1.13273754806,-32.8163476411,9409.56476393,1.0,-1.0,1.0
195,252.078645242,265.764236647,-7.41041983847,-33.0874154595,9390.21185429,0.247648571383,-1.0,1.0
196,195.137128797,146.075481782,-23.1991230423,-23.8474623646,9341.76115883,1.0,-1.0,1.0
197,85.5408960522,58.8022047087,-26.3636293028,-19.5045334425,9308.46970323,0.96618499471,0.517494338187,1.0
198,9.70366656877,6.40046489369,-9.61395053111,-6.3395754767,9248.5052773,1.0,1.0,1.0
199,9.95479389434,998.419982338,19.9802719313,-5.00329257692,9474.89103293,1.0,-1.0,-1.0
200,68.7703591783,948.18117538,12.2940300496,-16.7737397491,9451.04938744,6.57017441362e-15,-0.985286211647,0.999999989505
201,118.379411261,867.28272569,12.2940300496,-23.3224898579,9451.04938744,1.29368633759e-15,-0.285812682367,0.809516932565
202,167.988463344,759.9586626,12.2940300496,-29.8712399667,9451.04938744,1.72444248123e-16,-0.973977886034,-0.999999999834
203,217.597515427,626.20898611,12.2516184063,-36.3775784322,9450.9180073,0.0135453743226,-1.0,1.0
204,266.864287328,466.3759764,9.0748670307,-39.7495771655,9441.08736523,1.0,-1.0,1.0
205,265.455381526,330.793030993,-6.63883252839,-30.5846277152,9392.59105553,3.11734170853e-16,-0.999999999817,-0.579631831804
206,232.367939644,200.463008265,-12.9175260983,-30.8546842542,9373.28376014,1.0,-1.0,1.0
207,141.939300886,101.048569013,-28.7452010366,-21.5757594247,9324.78745044,1.34492441936e-15,0.944078924637,0.74771897271
208,38.7740447815,25.5612380812,-19.197700816,-12.6489507072,9277.60306312,1.0,1.0,1.0
209,0.0,0.0,0.0,0.0,9219.40749148,1.0,1.0,1.0
210,43.2395311668,979.237614197,13.7947830037,-13.2308841498,9455.69576373,0.364522157431,-1.0,-0.459894993679
211,93.5748852197,911.03515221,12.2940300496,-20.0481148035,9451.04938744,0.0,0.801021951116,0.941344975379
212,143.183937303,816.92389582,12.2940300496,-26.5968649123,9451.04938744,0.0,0.246789161041,-0.300538790472
213,192.814381897,696.365633519,12.3046329604,-33.156217932,9451.08223247,0.0,-0.999999999996,-0.337067821908
214,243.833260651,547.993323657,12.9821887852,-40.3825238656,9453.17859762,9.4873298377e-17,-0.86471921045,0.998553526241
215,274.085853567,393.961686232,-1.13273754806,-32.8163476411,9409.56476393,1.0,-1.0,1.0
216,252.078645242,265.764236647,-7.41041983847,-33.0874154595,9390.21185429,0.247648571383,-1.0,1.0
217,195.137128797,146.075481782,-23.1991230423,-23.8474623646,9341.76115883,1.0,-1.0,1.0
218,85.5408960522,58.8022047087,-26.3636293028,-19.5045334425,9308.46970323,0.96618499471,0.517494338187,1.0
219,9.70366656877,6.40046489369,-9.61395053111,-6.3395754767,9248.5052773,1.0,1.0,1.0
220,9.95479389434,998.419982338,19.9802719313,-5.00329257692,9474.89103293,1.0,-1.0,-1.0
221,68.7703591783,948.18117538,12.2940300496,-16.7737397491,9451.04938744,6.57017441362e-15,-0.985286211647,0.999999989505
222,118.379411261,867.28272569,12.2940300496,-23.3224898579,9451.04938744,1.29368633759e-15,-0.285812682367,0.809516932565
223,167.988463344,759.9586626,12.2940300496,-29.8712399667,9451.04938744,1.72444248123e-16,-0.973977886034,-0.999999999834
224,217.597515427,626.20898611,12.2516184063,-36.3775784322,9450.9180073,0.0135453743226,-1.0,1.0
225,266.864287328,466.3759764,9.0748670307,-39.7495771655,9441.08736523,1.0,-1.0,1.0
226,265.455381526,330.793030993,-6.63883252839,-30.5846277152,9392.59105553,3.11734170853e-16,-0.999999999817,-0.579631831804
227,232.367939644,200.463008265,-12.9175260983,-30.8546842542,9373.28376014,1.0,-1.0,1.0
228,141.939300886,101.048569013,-28.7452010366,-21.5757594247,9324.78745044,1.34492441936e-15,0.944078924637,0.74771897271
229,38.7740447815,25.5612380812,-19.197700816,-12.6489507072,9277.60306312,1.0,1.0,1.0
230,0.0,0.0,0.0,0.0,9219.40749148,1.0,1.0,1.0
231,43.2395311668,979.237614197,13.7947830037,-13.2308841498,9455.69576373,0.364522157431,-1.0,-0.459894993679
232,93.5748852197,911.03515221,12.2940300496,-20.0481148035,9451.04938744,0.0,0.801021951116,0.941344975379
233,143.183937303,816.92389582,12.2940300496,-26.5968649123,9451.04938744,0.0,0.246789161041,-0.300538790472
234,192.814381897,696.365633519,12.3046329604,-33.156217932,9451.08223247,0.0,-0.999999999996,-0.337067821908
235,243.833260651,547.993323657,12.9821887852,-40.3825238656,9453.17859762,9.4873298377e-17,-0.86471921045,0.998553526241
236,274.085853567,393.961686232,-1.13273754806,-32.8163476411,9409.56476393,1.0,-1.0,1.0
237,252.078645242,265.764236647,-7.41041983847,-33.0874154595,9390.21185429,0.247648571383,-1.0,1.0
238,195.137128797,146.075481782,-23.1991230423,-23.8474623646,9341.76115883,1.0,-1.0,1.0
239,85.5408960522,58.8022047087,-26.3636293028,-19.5045334425,9308.46970323,0.96618499471,0.517494338187,1.0
240,9.70366656877,6.40046489369,-9.61395053111,-6.3395754767,9248.5052773,1.0,1.0,1.0
241,9.95479389434,998.419982338,19.9802719313,-5.00329257692,9474.89103293,1.0,-1.0,-1.0
242,68.7703591783,948.18117538,12.2940300496,-16.7737397491,9451.04938744,6.57017441362e-15,-0.985286211647,0.999999989505
243,118.379411261,867.28272569,12.2940300496,-23.3224898579,9451.04938744,1.29368633759e-15,-0.285812682367,0.809516932565
244,167.988463344,759.9586626,12.2940300496,-29.8712399667,9451.04938744,1.72444248123e-16,-0.973977886034,-0.999999999834
245,217.597515427,626.20898611,12.2516184063,-36.3775784322,9450.9180073,0.0135453743226,-1.0,1.0
246,266.864287328,466.3759764,9.0748670307,-39.7495771655,9441.08736523,1.0,-1.0,1.0
247,265.455381526,330.793030993,-6.63883252839,-30.5846277152,9392.59105553,3.11734170853e-16,-0.999999999817,-0.579631831804
248,232.367939644,200.463008265,-12.9175260983,-30.8546842542,9373.28376014,1.0,-1.0,1.0
249,141.939300886,101.048569013,-28.7452010366,-21.5757594247,9324.78745044,1.34492441936e-15,0.944078924637,0.74771897271
250,38.7740447815,25.5612380812,-19.197700816,-12.6489507072,9277.60306312,1.0,1.0,1.0
251,0.0,0.0,0.0,0.0,9219.40749148,1.0,1.0,1.0
252,43.2502408939,981.659756503,13.8092328746,-13.270787044,9481.48401264,0.359848633221,-1.0,-0.481840985299
253,93.7907147249,913.110982779,12.3403171774,-20.1298177785,9476.9238665,8.80385716585e-16,0.944630188161,0.635501833748
254,143.63495957,818.565357916,12.3403171774,-26.6849349442,9476.9238665,0.0,0.246789160268,-0.300538790561
255,193.479204416,697.542709789,12.3403171774,-33.2400521099,9476.9238665,0.0,-0.999999999812,-0.337067821987
256,244.775105556,548.591382103,12.9956600687,-40.4505121668,9478.95675677,0.0203056575965,-1.0,1.0
257,274.743565781,394.490472066,-1.23262402356,-32.7773452402,9434.87335957,1.0,-1.0,1.0
