-95.6335558965	510.916110259	-95.6335558965	-29.1267111793	8021.83222052	0.999999999994	0.999999999999	-1.0
-322.381162388	401.035505059	-81.1188661065	-47.9223798713	7983.75818449	1.0	1.0	-1.0
-510.719017591	273.085936437	-66.5347356035	-47.6578779914	7945.68414846	1.0	0.999999999994	0.994011021891
-660.462773424	165.569771051	-51.8804967601	-37.2991986093	7907.61011243	1.0	1.0	1.0
-771.426303701	85.5412190076	-37.1554722739	-26.8551530254	7869.5360764	0.999999999955	1.0	0.999999999996
-843.421678279	33.1882104504	-22.3589749801	-16.3396346337	7831.46204037	1.0	1.0	1.0
-876.259136701	8.7005058355	-7.49030765833	-5.75194621415	7793.38800434	1.0	1.0	1.0
-869.747061331	12.2697227996	7.45123716296	4.90861970498	7755.31396831	0.999999999966	0.999999999997	0.999999999998
-823.691949991	44.089363521	22.4663773811	15.642781021	7717.23993235	0.99999999991	0.999999999993	0.999999999997
-752.376573597	89.8766570823	29.0432538214	17.9386785591	7700.60788261	0.0216627212773	1.0	1.0
-675.621062972	129.811472662	29.0976715933	13.7121174288	7700.47041807	3.78703890722e-17	0.195649012173	0.995266245112
-598.865552347	158.453676028	29.0976715933	9.43113852659	7700.47041807	7.69690812947e-13	-0.999999756068	0.844109615059
-522.110041722	175.803267181	29.0976715933	5.15015962444	7700.47041807	1.18342310405e-17	0.999999904772	0.565521999626
-445.354531097	181.86024612	29.0976715932	0.869180722252	7700.47041807	3.02715879089e-17	0.999999999998	1.0
-368.599020472	176.624612846	29.0976715931	-3.41179818003	7700.47041807	9.89361000623e-18	-0.999999999987	0.0389589159285
-291.843509848	160.096367359	29.0976715932	-7.69277708221	7700.47041807	1.11134884424e-17	-0.813912521572	0.999999911192
-215.087999223	132.275509659	29.0976715932	-11.9737559844	7700.47041807	7.97239685835e-18	0.999999999996	-0.969231355253
-140.050640962	94.8801921089	28.1609118937	-15.317975187	7698.10475023	0.145621939693	-1.0	0.999999999977
-66.7314350649	47.9104147095	27.7949838038	-19.2330259994	7697.18068107	1.46955114263e-17	1.0	0.999999993535
-13.3634057488	9.59920167774	15.1917475047	-10.9107686025	7665.45231771	1.0	-0.999999999994	1.0
0.0	0.0	0.0	0.0	7627.37828168	1.0	-1.0	1.0
-93.8070429396	515.482392651	-93.8070429396	-28.7614085879	8030.9647853	1.0	0.999999999997	-1.0
-311.723196878	409.495266212	-79.6074649272	-47.1540824483	7993.67236083	1.0	1.0	-1.0
-492.837404889	285.318635248	-65.3414354767	-46.5392246433	7956.37993635	0.999999999999	1.0	0.562019631865
-636.976900292	179.841233599	-51.0083297013	-37.442212982	7919.08751187	1.0	0.999999999999	1.0
-743.967286641	100.679215703	-36.607513858	-27.2344929867	7881.7950874	1.0	1.0	0.999999999999
-813.632514553	48.0086309436	-22.1383451798	-16.9584201564	7844.50266292	1.0	0.999999999999	1.0
-845.794858096	22.0072052519	-7.60017170318	-6.61334252785	7807.21023844	1.0	1.0	1.0
-840.274890726	22.8543651727	7.00766790766	3.80140123496	7769.91781397	1.0	1.0	1.0
-796.891460759	50.73126239	21.6858445417	14.286482021	7732.62538949	0.999999999992	0.999999999999	1.0
-728.430508039	92.8519570592	28.8582563484	17.2657979797	7714.45314974	4.45157253917e-13	0.982087494644	0.151611397916
-653.869268976	130.239212771	28.8582563484	13.0727021317	7714.45314974	0.0	-0.364303043323	0.417973714528
